id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,crypto_pair(usd)
aptos,apt,Aptos,"['Smart Contract Platform', 'Layer 1 (L1)', 'Aptos Ecosystem', 'FTX Holdings', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'DragonFly Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Circle Ventures Portfolio', 'GMCI Index', 'Made in USA']",604557113.9708556,1146569817.224177,41,Binance,APT/USDT
apu-s-club,apu,Apu Apustaja,"['Meme', 'Ethereum Ecosystem', 'Frog-Themed', 'Murad Picks', 'Binance Alpha Spotlight']",337892157626.5295,337892157626.5295,585,Gate.io,APU/USDT
aquarius,aqua,Aquarius,['Stellar Ecosystem'],33393299337.49565,99971232585.0,957,Aquarius,CAS3J7GYLGXMF6TDJBBYYSE3HQ6BBSMLNUQ34T6TZMYMW2EVH34XOWMA/CAUIKL3IYGMERDRUN6YSCLWVAKIFG5Q4YJHUKM4S4NJZQIA3BAS6OJPK
aragon,ant,Aragon,"['Software as a service', 'Ethereum Ecosystem', 'Energi Ecosystem']",40039312.049009934,43192285.43220194,1196,Uniswap V2 (Ethereum),0XA117000000F279D81A1D3CC75430FAA017FA5A2E/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
arbitrum,arb,Arbitrum,"['Smart Contract Platform', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Arbitrum Nova Ecosystem', 'Layer 2 (L2)', 'eGirl Capital Portfolio', 'Rollup', 'Alameda Research Portfolio', 'Pantera Capital Portfolio', 'GMCI Layer 2 Index', 'GMCI 30 Index', 'GMCI Index', 'Polychain Capital Portfolio', 'Made in USA']",4617913336.0,10000000000.0,69,Gate.io,ARB/USDT
arbius,aius,Arbius,"['Artificial Intelligence (AI)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Arbitrum Nova Ecosystem', 'DeFAI']",248100.3101048609,1000000.0,1845,Uniswap V3 (Arbitrum One),0X4A24B101728E07A52053C13FB4DB2BCF490CABC3/0X82AF49447D8A07E3BD95BD0D56F35241523FBAB1
araracoin,arara,Araracoin,"['Charity', 'BNB Chain Ecosystem', 'Meme', 'Regenerative Finance (ReFi)']",36250000000.0,100000000000.0,1574,BitMart,ARARA/USDT
arbdoge-ai,aidoge,ArbDoge AI,"['Meme', 'Arbitrum Ecosystem', 'Dog-Themed', 'DWF Labs Portfolio', 'AI Meme']",1.87998180877789e+17,1.87998183142261e+17,1199,OKX,AIDOGE/USDT
arc,arc,Arc,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']",970093392.315025,995100000.0,1735,Uniswap V2 (Ethereum),0XC82E3DB60A52CF7529253B4EC688F631AAD9E7C2/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
arcblock,abt,Arcblock,"['Artificial Intelligence (AI)', 'Infrastructure', 'Ethereum Ecosystem', 'AI Framework', 'Made in USA']",98580000.0,186000000.0,553,LCX Exchange,ABT/EUR
archway,arch,Archway,"['Smart Contract Platform', 'Layer 1 (L1)', 'Osmosis Ecosystem', 'Blockchain Capital Portfolio']",595568000.0552697,1142796018.412323,1691,CoinEx,ARCH/BTC
ardor,ardr,Ardor,"['Infrastructure', 'Smart Contract Platform']",998466231.0,998466231.0,680,Upbit,ARDR/KRW
arianee,aria20,Arianee,"['Polygon Ecosystem', 'Ethereum Ecosystem']",107461812.73626919,200000000.0,1834,Quickswap,0X46F48FBDEDAA6F5500993BEDE9539EF85F4BEE8E/0X7CEB23FD6BC0ADD59E62AC25578270CFF1B9F619
ark,ark,ARK,[],185719914.0,187782440.0,592,Binance,ARK/USDT
ar-io-network,ario,AR.IO Network,"['Infrastructure', 'Storage', 'DePIN']",351871181.0,1000000000.0,1456,Gate.io,ARIO/USDT
arkham,arkm,Arkham,"['Artificial Intelligence (AI)', 'Exchange-based Tokens', 'Analytics', 'Derivatives', 'Perpetuals', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Binance Launchpad', 'Coinbase Ventures Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Made in USA']",387771388.0,1000000000.0,262,Gate.io,ARKM/USDT
army-3,army,XRP ARMY,"['Meme', 'XRP Ledger Ecosystem']",589000000.0,589000000.0,1492,First Ledger,41524D5900000000000000000000000000000000.RGG3WQ4KUZD7JNMK1N5NWPZJJUT62KCBFC/XRP
arpa,arpa,ARPA,"['BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'DWF Labs Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",982174603.2857143,1999999999.987738,974,Binance,ARPA/USDT
artrade,atr,Artrade,"['NFT', 'Solana Ecosystem', 'NFT Marketplace', 'Real World Assets (RWA)', 'Art']",1260104055.326622,1263995252.891813,1131,Gate.io,ATR/USDT
artyfact,arty,Artyfact,"['Artificial Intelligence (AI)', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Metaverse', 'Shooting Games', 'Gaming Governance Token', 'Action Games']",21317717.99118,24858616.9996,1749,MEXC,ARTY/USDT
arweave,ar,Arweave,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Storage', 'Layer 1 (L1)', 'DePIN', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'Blockchain Capital Portfolio']",65454185.5381511,65454185.5381511,176,OKX,AR/USDT
asd,asd,AscendEx,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Alameda Research Portfolio']",742983477.862,742983477.862,1081,AscendEX (BitMax),ASD/USDT
as-roma-fan-token,asr,AS Roma Fan Token,"['Sports', 'Binance Launchpool', 'Fan Token', 'Chiliz Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",6992918.0,9995000.0,1595,Hibt,ASR/USDT
astar,astr,Astar,"['Smart Contract Platform', 'Polkadot Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Alameda Research Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'OKX Ventures Portfolio']",7629116630.0,8386848286.0,250,Gate.io,ASTR/USDT
assemble-protocol,asm,Assemble AI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'AI Applications']",1500000000.0,1500000000.0,781,Bithumb,ASM/KRW
astherus-staked-bnb,asbnb,Astherus Staked BNB,"['BNB Chain Ecosystem', 'Liquid Staking Tokens']",175131.6511859645,175131.6511859645,385,PancakeSwap V3 (BSC),0X77734E70B6E88B4D82FE632A168EDF6E700912B6/0XBB4CDB9CBD36B01BD1CBAEBF2DE08D9173BC095C
astherus-staked-usdf,asusdf,Astherus Staked USDF,"['BNB Chain Ecosystem', 'Liquid Staking Tokens']",28810138.01,28810138.01,849,PancakeSwap V3 (BSC),0X917AF46B3C3C6E1BB7286B9F59637FB7C65851FB/0X55D398326F99059FF775485246999027B3197955
astraai,astra,AstraAI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'Telegram Apps']",10000000.0,10000000.0,1708,Azbit,ASTRA/USDT
astherus-usdf,usdf,Astherus USDF,"['Stablecoins', 'BNB Chain Ecosystem']",143423023.5234509,143423023.5234509,317,PancakeSwap V3 (BSC),0X5A110FC00474038F6C02E89C707D638602EA44B5/0X55D398326F99059FF775485246999027B3197955
asymmetry-finance,asf,Asymmetry Finance,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Stablecoin Protocol']",10009109.549201792,51000000.00000001,1508,Uniswap V2 (Ethereum),0X59A529070FBB61E6D6C91F952CCB7F35C34CF8AA/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
atletico-madrid,atm,Atletico Madrid Fan Token,"['Sports', 'Binance Launchpool', 'Fan Token', 'Chiliz Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",6569396.0,10000000.0,1647,Binance,ATM/USDT
atlas-navi,navi,Atlas Navi,"['Artificial Intelligence (AI)', 'NFT', 'DaoMaker Launchpad', 'Ethereum Ecosystem']",161706684.0,300000000.0,1854,KuCoin,NAVI/USDT
auction,auction,Bounce,"['Decentralized Finance (DeFi)', 'Launchpad', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Coinbase Ventures Portfolio', 'Pantera Capital Portfolio', 'Blockchain Capital Portfolio']",6590144.312257191,7640771.312590951,434,Upbit,AUCTION/KRW
augur,rep,Augur,"['Decentralized Finance (DeFi)', 'Prediction Markets', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Energi Ecosystem']",8041444.922449586,8041444.922449586,1781,Gate.io,REP/USDT
aura-bal,aurabal,Aura BAL,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem']",3657791.108130106,3657791.108130106,1202,Balancer V2,0X5C6EE304399DBDB9C8EF030AB642B10820DB8F56/0X616E8BFA43F920657B3497DBF40D6B1A02D4608D
aura-2,aura,Aura,"['Artificial Intelligence (AI)', 'Base Ecosystem', 'AI Framework']",300959297.44443345,1000000000.0,897,Aerodrome (Base),0X4381BC7D5640BF514A508E2732EC522C650C414C/0X4200000000000000000000000000000000000006
auki-labs,auki,AUKI,"['Artificial Intelligence (AI)', 'DePIN', 'Base Ecosystem', 'Outlier Ventures Portfolio']",1756329045.4293044,9998146333.043001,813,Uniswap V3 (Base),0XF9569CFB8FD265E91AA478D86AE8C78B8AF55DF4/0X4200000000000000000000000000000000000006
aura-finance,aura,Aura Finance,"['Decentralized Finance (DeFi)', 'Gnosis Chain Ecosystem', 'Ethereum Ecosystem', 'Metagovernance', 'Base Ecosystem']",49648036.61486026,79308178.89700453,1468,Balancer V2 (Base),0X1509706A6C66CA549FF0CB464DE88231DDBE213B/0X4200000000000000000000000000000000000006
audius,audio,Audius,"['Music', 'NFT', 'Ethereum Ecosystem', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Pantera Capital Portfolio', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",1312042950.0,1312042950.75918,425,Binance,AUDIO/USDT
aurora-near,aurora,Aurora,"['Near Protocol Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'DragonFly Capital Portfolio', 'Pantera Capital Portfolio', 'Aurora Ecosystem']",590495577.0,999871042.0,644,Coinbase Exchange,AURORA/USD
aurora-dao,idex,IDEX,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Index', 'Decentralized Finance (DeFi)', 'Perpetuals', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Made in USA']",932752272.2059144,1000000000.0,1029,HTX,IDEX/USDT
aurory,aury,Aurory,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Solana Ecosystem', 'Play To Earn', 'Arbitrum Ecosystem', 'Animoca Brands Portfolio', 'DWF Labs Portfolio', 'Gaming Governance Token', 'Gaming Utility Token', 'Adventure Games']",72004287.6,100000000.0,1671,CoinEx,AURY/USDT
austin-capitals,aux,Austin Capitals,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Payment Solutions']",9786000.0,9786000.0,726,Dex-Trade,AUX/USDT
automata,ata,Automata,"['BNB Chain Ecosystem', 'Binance Launchpool', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Restaking', 'Alameda Research Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",587792031.0357143,1000000000.0,816,Gate.io,ATA/USDT
autonolas,olas,Autonolas,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Arbitrum Ecosystem', 'Celo Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'AI Agents', 'Mode Ecosystem', 'AI Agent Launchpad', 'Binance Alpha Spotlight', 'AI Framework', 'DeFAI']",159221170.81138727,465600328.1794484,613,XT.COM,OLAS/USDT
ava-ai,ava,Ava AI,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'AI Meme', 'AI Agents', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight', 'Made in USA']",999875673.827637,999875673.827637,989,HTX,AVAAI/USDT
avail,avail,Avail,"['Infrastructure', 'Smart Contract Platform', 'Ethereum Ecosystem', 'Data Availability', 'Modular Blockchain']",2051323097.0,10373823097.0,597,Gate.io,AVAIL/USDT
avalanche-2,avax,Avalanche,"['Smart Contract Platform', 'Layer 1 (L1)', 'Avalanche Ecosystem', 'Proof of Stake (PoS)', 'DragonFly Capital Portfolio', 'DeFiance Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Galaxy Digital Portfolio', 'GMCI Index', 'Polychain Capital Portfolio', 'World Liberty Financial Portfolio', 'Made in USA', 'Coinbase 50 Index']",415264005.9933356,451933000.0425195,19,Binance,AVAX/USDT
autonomi,ant,Autonomi,"['Storage', 'Arbitrum Ecosystem']",462829285.37906396,1200000000.0,640,MEXC,ANT/USDT
avalaunch,xava,Avalaunch,"['Avalanche Ecosystem', 'Launchpad']",38106217.0,100000000.0,1531,Bybit,XAVA/USDT
avant-usd,avusd,Avant USD,"['Stablecoins', 'Avalanche Ecosystem']",13936751.878449,13936751.878449,1243,LFJ,0X24DE8771BC5DDB3362DB529FC3358F2DF3A0E346/0X2B2C81E08F1AF8835A78BB2A90AE924ACE0EA4BE
avalon-2,avl,Avalon,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Binance Alpha Spotlight']",162250001.0,1000000000.0,695,LBank,AVL/USDT
avant-staked-usd,savusd,Avant Staked USD,"['Yield Farming', 'Avalanche Ecosystem']",8079882.098271691,8079882.098271691,1561,LFJ V2.2 (Avalanche),0X06D47F3FB376649C3A9DAFE069B3D6E35572219E/0X24DE8771BC5DDB3362DB529FC3358F2DF3A0E346
aventus,avt,Aventus,"['Entertainment', 'Smart Contract Platform', 'Polkadot Ecosystem', 'Ethereum Ecosystem']",9535738.626925902,10600000.0,1212,Coinbase Exchange,AVT/USD
avc,avc,AVC,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Metaverse', 'Decentralized Identifier (DID)', 'YZi Labs (Prev. Binance Labs) Portfolio']",3289476825.2,10000000000.0,1479,Gate.io,AVC/USDT
aventis-ai,aai,Aventis AI,['BNB Chain Ecosystem'],388216000.0,1000000000.0,466,MEXC,AVENTISAI/USDT
axie-infinity,axs,Axie Infinity,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Axie Infinity Ecosystem', 'Metaverse', 'Play To Earn', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Alleged SEC Securities', 'Binance Launchpad', 'Ronin Ecosystem', 'Card Games', 'Breeding', 'Paradigm Portfolio', 'Gaming Governance Token', 'Gaming Utility Token', 'Andreessen Horowitz (a16z) Portfolio', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Consensys Portfolio', 'Coinbase 50 Index']",160130943.473019,270000000.0,149,Binance,AXS/USDT
axel,axel,AXEL,"['Software as a service', 'Masternodes']",137090500.0,1000000000.0,1581,WhiteBIT,AXEL/BTC
axelar,axl,Axelar,"['Infrastructure', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Moonbeam Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Interoperability', 'Bridge Governance Tokens', 'Base Ecosystem', 'Osmosis Ecosystem', 'Cross-chain Communication', 'Secret Ecosystem', 'Galaxy Digital Portfolio', 'Polychain Capital Portfolio', 'Made in USA']",943754453.1281581,1196883763.094365,190,HTX,WAXL/USDT
axondao-governance-token,axgt,AxonDAO Governance Token,"['Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Base Ecosystem', 'Decentralized Science (DeSci)']",432678729.62589186,1000000000.0,662,LCX Exchange,AXGT/EUR
b3,b3,B3 (Base),"['Smart Contract Platform', 'Base Ecosystem', 'Gaming Blockchains']",20642331338.99998,99999999999.99998,450,LBank,B3/USDT
babyboomtoken,bbt,BabyBoomToken,"['Healthcare', 'Marketing', 'BNB Chain Ecosystem']",166213964.0,1000000000.0,843,Gate.io,BBT/USDT
baby-doge-coin,babydoge,Baby Doge Coin,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Dog-Themed', 'Solana Meme', 'Gaming Utility Token']",1.6546432032838445e+17,4.2e+17,260,LBank,BABYDOGE/USDT
badger-dao,badger,Badger,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Yield Aggregator', 'Gnosis Chain Ecosystem', 'Fantom Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Energi Ecosystem', 'Blockchain Capital Portfolio']",19930669.912362073,21000000.0,936,HTX,BADGER/USDT
bad-idea-ai,bad,Bad Idea AI,"['Artificial Intelligence (AI)', 'Meme', 'Ethereum Ecosystem', 'Telegram Apps', 'Discord Bots', 'Shibarium Ecosystem']",644473124479629.0,829489800581053.0,1700,Gate.io,BAD/USDT
bakerytoken,bake,BakerySwap,"['NFT', 'BNB Chain Ecosystem', 'Harmony Ecosystem']",288705144.0,289770511.79138744,765,Binance,BAKE/USDT
balancer,bal,Balancer,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Gnosis Chain Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Index Coop Defi Index', 'Alameda Research Portfolio', 'DeFiance Capital Portfolio', 'Pantera Capital Portfolio', 'Energi Ecosystem', 'Polygon zkEVM Ecosystem', 'Huobi ECO Chain Ecosystem', 'Blockchain Capital Portfolio', 'Index Coop Index']",62826562.22498782,67871723.58853655,483,LBank,BAL/USDT
balanced-dollars,bnusd,Balanced Dollars,"['Stablecoins', 'Archway Ecosystem', 'Crypto-backed Stablecoin']",5049076.110711846,5049076.110711846,1848,Balanced,SICX/BNUSD
banana-gun,banana,Banana Gun,"['Ethereum Ecosystem', 'Telegram Apps', 'Binance HODLer Airdrops']",3486894.6878895634,8453447.524639849,558,Binance,BANANA/USDT
bancor,bnt,Bancor Network,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Automated Market Maker (AMM)', 'Ethereum Ecosystem', 'DeFiance Capital Portfolio', 'Energi Ecosystem']",115423110.1732082,115396942.133587,658,Binance,BNT/USDT
banana-for-scale-2,bananas31,Banana For Scale,"['BNB Chain Ecosystem', 'Meme', 'Binance Alpha Spotlight']",10000000000.0,10000000000.0,580,Binance,BANANAS31/USDT
band-protocol,band,Band Protocol,"['Business Services', 'Decentralized Finance (DeFi)', 'Oracle', 'Fantom Ecosystem', 'Ethereum Ecosystem', 'Binance Launchpad', 'Osmosis Ecosystem', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Sequoia Capital Portfolio']",155942920.54912,159186112.025048,392,Hotcoin,BAND/USDT
bankercoin-2,bnkr,BankrCoin,"['Artificial Intelligence (AI)', 'Base Ecosystem', 'AI Agents', 'Clanker Ecosystem', 'DeFAI']",99999999999.99998,99999999999.99998,1255,LBank,BNKR/USDT
basedai,basedai,BasedAI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'AI Agents']",35669420.0,35669420.0,1040,MEXC,BASEDAI/USDT
based-brett,brett,Brett,"['Meme', 'Base Ecosystem', 'Frog-Themed', 'Base Meme', 'The Boy’s Club']",9909883773.640745,9909883773.640745,199,Gate.io,BRETT/USDT
based-fartcoin,fartcoin,Based Fartcoin,"['Meme', 'Base Ecosystem', 'Base Meme']",99999999999.99998,99999999999.99998,803,Uniswap V3 (Base),0X2F6C17FA9F9BC3600346AB4E48C0701E1D5962AE/0X4200000000000000000000000000000000000006
based-eth,bsdeth,Based ETH,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'Base Ecosystem']",4701.787678276881,4701.787678276881,1526,Aerodrome SlipStream,0XAB36452DBAC151BE02B16CA17D8919826072F64A/0XCB327B99FF831BF8223CCED12B1338FF3AA322FF
based-pepe,pepe,Based Pepe,"['Meme', 'Base Ecosystem', 'Frog-Themed', 'Base Meme', 'The Boy’s Club']",420690000000000.0,420690000000000.0,1157,MEXC,BASEDPEPE/USDT
basenji,benji,Basenji,"['Meme', 'Base Ecosystem', 'Dog-Themed', 'Base Meme']",1000000000.0,1000000000.0,1158,LBank,BENJI/USDT
base-god,tybg,Base God,"['Meme', 'Base Ecosystem', 'Base Meme', 'Farcaster Ecosystem']",122931703600.77414,122931703600.77414,1471,Sushiswap V2 (Base),0X0D97F261B1E88845184F678E2D1E7A98D9FD38DE/0X4200000000000000000000000000000000000006
basic-attention-token,bat,Basic Attention,"['Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Energi Ecosystem', 'Made in USA']",1495668356.9526057,1500000000.0,253,HTX,BAT/USDT
beam-2,beam,Beam,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Gaming Blockchains', 'Avalanche L1']",52410655848.0,59196501547.0,185,OrangeX,BEAM/USDT
bc-token,bc,BCGame Coin,"['Gambling (GambleFi)', 'Solana Ecosystem']",9996921015.911192,9996921015.911192,799,Raydium (CLMM),BCNT4T3RV5HVA8RNUTJUJLNXZEFAABCYP8CGHC1SMWIN/SO11111111111111111111111111111111111111112
beam,beam,BEAM,"['Smart Contract Platform', 'Privacy', 'Ethereum Ecosystem', 'Proof of Work (PoW)', 'BeamPrivacy Ecosystem', 'Privacy Blockchain']",178727050.0,262800000.0,1845,MEXC,BEAM/USDT
bedrock-btc,brbtc,Bedrock BTC,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Berachain Ecosystem', 'Liquid Restaking Tokens']",169.38262345,169.38262345,1264,PancakeSwap V3 (BSC),0X733A6C29EDA4A58931AE81B8D91E29F2EAF01DF3/0X7130D2A12B9BCBFAE4F2634D864A1EE1CE3EAD9C
bedrock-token,br,Bedrock,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Liquid Staking Governance Tokens', 'BTCfi']",210000000.0,1000000000.0,1045,Gate.io,BR/USDT
beefy-finance,bifi,Beefy,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Yield Aggregator', 'Ethereum Ecosystem']",80000.0,80000.0,1286,BingX,BIFI/USDT
beethoven-x,beets-legacy,Beethoven X (Legacy),"['Decentralized Finance (DeFi)', 'Fantom Ecosystem', 'Optimism Ecosystem']",233947093.5574424,240733002.5798592,1403,Beethoven X (Optimism),0XB4BC46BC6CB217B59EA8F4530BAE26BF69F677F0/0X9BCEF72BE871E61ED4FBBC7630889BEE758EB81D
beets,beets,Beets,"['Decentralized Finance (DeFi)', 'Sonic Ecosystem']",157345838.0937666,243555253.0,1642,LBank,BEETS/USDT
be-for-fwx,b4fwx,Be For FWX,"['Avalanche Ecosystem', 'Base Ecosystem']",1000000000.0,1000000000.0,1722,AscendEX (BitMax),B4FWX/USDT
bella-protocol,bel,Bella Protocol,"['Decentralized Finance (DeFi)', 'Yield Farming', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Yield Aggregator', 'Ethereum Ecosystem', 'Manta Network Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",80000000.0,100000000.0,591,Binance,BEL/USDT
beldex,bdx,Beldex,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Privacy', 'Masternodes', 'DePIN', 'DWF Labs Portfolio', 'Proof of Stake (PoS)', 'Proof of Work (PoW)']",6914815687.99539,9932835862.917984,141,Gate.io,BDX/USDT
bellscoin,bells,Bellscoin,"['Smart Contract Platform', 'Layer 1 (L1)', 'Meme', 'Proof of Work (PoW)', 'Inscriptions', 'Made in USA']",59927250.0,59927940.0,1439,Nonkyc.io,BELLS/USDT
bemo-staked-ton,stton,bemo Staked TON,"['Liquid Staking Tokens', 'TON Ecosystem', 'Liquid Staking']",7598117.918611272,7598117.918611272,881,DeDust,EQDNHY-NXYFGUQZFUZIMBEP67JQSYMICYK2S5_RWNNEYKU0K/EQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM9C
benqi,qi,BENQI,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Binance Launchpool', 'Lending/Borrowing Protocols', 'Avalanche Ecosystem', 'Liquid Staking Governance Tokens', 'DragonFly Capital Portfolio', 'Liquid Staking']",6548456034.0,7200000000.0,637,MEXC,BENQI/USDT
benqi-liquid-staked-avax,savax,BENQI Liquid Staked AVAX,"['Avalanche Ecosystem', 'Liquid Staking Tokens', 'Liquid Staking']",7664333.935756658,7663855.345589563,286,LFJ V2.2 (Avalanche),0X2B2C81E08F1AF8835A78BB2A90AE924ACE0EA4BE/0XB31F66AA3C1E785363F0875A1B74E27B85FD66C7
beny-bad-boy,bbb,Beny Bad Boy,"['Decentralized Finance (DeFi)', 'XDC Ecosystem']",2386245000.0,2386245000.0,1494,XSwap Protocol V3,0XFA4DDCFA8E3D0475F544D0DE469277CF6E0A6FD1/0X951857744785E80E2DE051C32EE7B25F9C458C42
