id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,target_coin,crypto_pair,closing_price
augur,rep,Augur,"['Decentralized Finance (DeFi)', 'Prediction Markets', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Energi Ecosystem']",8043080.524078098,8043080.524078098,1723,GATEIO,tether,REPUSDT,0.9418
aura-finance,aura,Aura Finance,"['Decentralized Finance (DeFi)', 'Gnosis Chain Ecosystem', 'Ethereum Ecosystem', 'Metagovernance', 'Base Ecosystem']",49648036.61486026,79733418.15124755,1544,MEXC,tether,AURAUSDT,0.006468
aurory,aury,Aurory,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Solana Ecosystem', 'Play To Earn', 'Animoca Brands Portfolio', 'DWF Labs Portfolio', 'Gaming Governance Token', 'Gaming Utility Token', 'Adventure Games']",73358452.6,100000000.0,1635,CoinEx,tether,AURYUSDT,0.103894
aurora-near,aurora,Aurora,"['Near Protocol Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'DragonFly Capital Portfolio', 'Pantera Capital Portfolio', 'Aurora Ecosystem']",597614422.0,999871042.0,646,MEXC,tether,AURORAUSDT,0.08865
aurora-dao,idex,IDEX,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Index', 'Decentralized Finance (DeFi)', 'Perpetuals', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Made in USA']",938752272.2059144,1000000000.0,1036,BINANCE,tether,IDEXUSDT,0.02403
austin-capitals,aux,Austin Capitals,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Payment Solutions']",9786000.0,9786000.0,770,Dex-Trade,tether,AUXUSDT,
automata,ata,Automata,"['BNB Chain Ecosystem', 'Binance Launchpool', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Restaking', 'Alameda Research Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",587792028.2579365,1000000000.0,840,BINANCE,tether,ATAUSDT,0.0517
autonolas,olas,Autonolas,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Arbitrum Ecosystem', 'Celo Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'AI Agents', 'Mode Ecosystem', 'AI Agent Launchpad', 'Binance Alpha Spotlight', 'AI Framework', 'DeFAI']",175794353.58355027,467142664.32661146,697,MEXC,tether,OLASUSDT,0.2535
autonomi,ant,Autonomi,"['Storage', 'Arbitrum Ecosystem']",464290325.8892306,1200000000.0,719,MEXC,tether,ANTUSDT,0.1112
ava-ai,ava,Ava AI,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'AI Meme', 'AI Agents', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight', 'Made in USA']",999868531.1,999868531.1,635,BINANCE,tether,AVAUSDT,0.5708
avalanche-2,avax,Avalanche,"['Smart Contract Platform', 'Layer 1 (L1)', 'Avalanche Ecosystem', 'Proof of Stake (PoS)', 'DragonFly Capital Portfolio', 'DeFiance Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Galaxy Digital Portfolio', 'GMCI Index', 'Polychain Capital Portfolio', 'World Liberty Financial Portfolio', 'Made in USA', 'Coinbase 50 Index']",416630626.4672763,453300139.2593254,15,BINANCE,usd-coin,AVAXUSDC,19.51
avail,avail,Avail,"['Infrastructure', 'Smart Contract Platform', 'Ethereum Ecosystem', 'Data Availability', 'Modular Blockchain']",2059795731.0,10382295731.0,572,MEXC,tether,AVAILUSDT,0.03254
avalaunch,xava,Avalaunch,"['Avalanche Ecosystem', 'Launchpad']",39731217.0,100000000.0,1503,MEXC,tether,XAVAUSDT,0.249
avalon-2,avl,Avalon,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Binance Alpha Spotlight']",182250001.0,1000000000.0,723,MEXC,tether,AVLUSDT,0.2342
avant-usd,avusd,Avant USD,"['Stablecoins', 'Avalanche Ecosystem']",43566359.83,43566359.83,750,Pharaoh Exchange,usd-coin,AVUSDUSDC,
aventus,avt,Aventus,"['Entertainment', 'Smart Contract Platform', 'Polkadot Ecosystem', 'Ethereum Ecosystem']",9548211.626925902,10600000.0,1238,GATEIO,tether,AVTUSDT,1.712
avant-staked-usd,savusd,Avant Staked USD,"['Yield Farming', 'Avalanche Ecosystem']",37001397.63143558,37001397.63143558,805,LFJ V2.2 (Avalanche),avant-usd,SAVUSDAVUSD,
axelar,axl,Axelar,"['Infrastructure', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Moonbeam Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Interoperability', 'Bridge Governance Tokens', 'Base Ecosystem', 'Osmosis Ecosystem', 'Cross-chain Communication', 'Secret Ecosystem', 'Galaxy Digital Portfolio', 'Polychain Capital Portfolio', 'Made in USA']",943754453.128158,1196883763.094365,189,BINANCE,tether,AXLUSDT,0.3568
axie-infinity,axs,Axie Infinity,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Axie Infinity Ecosystem', 'Metaverse', 'Play To Earn', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Alleged SEC Securities', 'Binance Launchpad', 'Ronin Ecosystem', 'Card Games', 'Breeding', 'Paradigm Portfolio', 'Gaming Governance Token', 'Gaming Utility Token', 'Andreessen Horowitz (a16z) Portfolio', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Consensys Portfolio', 'Coinbase 50 Index']",160841950.9,270000000.0,175,BINANCE,tether,AXSUSDT,2.318
b3,b3,B3 (Base),"['Smart Contract Platform', 'Base Ecosystem', 'Gaming Blockchains']",21837573152.99998,99999999999.99998,425,MEXC,tether,B3USDT,0.004932
baanx,bxx,Baanx,['Ethereum Ecosystem'],250000000.0,250000000.0,1944,MEXC,tether,BXXUSDT,0.018499
babyboomtoken,bbt,BabyBoomToken,"['Healthcare', 'Marketing', 'BNB Chain Ecosystem']",166213964.0,1000000000.0,1018,MEXC,tether,BBTUSDT,0.15423
baby-doge-coin,babydoge,Baby Doge Coin,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Dog-Themed', 'Solana Meme', 'Gaming Utility Token']",1.658233369403953e+17,4.2e+17,272,MEXC,tether,BABYDOGEUSDT,1.2143e-09
babylon,baby,Babylon,"['Decentralized Finance (DeFi)', 'LSDFi', 'Paradigm Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Galaxy Digital Portfolio', 'OKX Ventures Portfolio', 'Liquid Staking', 'BTCfi', 'Polychain Capital Portfolio']",2294036491.0,10015636491.0,283,BINANCE,tether,BABYUSDT,0.08652
badger-dao,badger,Badger,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Yield Aggregator', 'Gnosis Chain Ecosystem', 'Fantom Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Energi Ecosystem', 'Blockchain Capital Portfolio']",19930669.912362073,21000000.0,1048,MEXC,tether,BADGERUSDT,1.0196
bad-idea-ai,bad,Bad Idea AI,"['Artificial Intelligence (AI)', 'Meme', 'Ethereum Ecosystem', 'Telegram Apps', 'Discord Bots', 'Shibarium Ecosystem']",644473124479629.0,829489800581053.0,1689,MEXC,tether,BADUSDT,1.149e-08
bakerytoken,bake,BakerySwap,"['NFT', 'BNB Chain Ecosystem', 'Harmony Ecosystem']",288705144.0,289770511.79138744,806,BINANCE,tether,BAKEUSDT,0.1128
balance,ept,Balance,"['Artificial Intelligence (AI)', 'Gaming (GameFi)', 'BNB Chain Ecosystem', 'Animoca Brands Portfolio', 'DWF Labs Portfolio', 'AI Agents', 'Andreessen Horowitz (a16z) Portfolio', 'AI Agent Launchpad']",2316583333.0,10000000000.0,1020,MEXC,tether,EPTUSDT,0.01058
balancer,bal,Balancer,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Gnosis Chain Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Index Coop Defi Index', 'Alameda Research Portfolio', 'DeFiance Capital Portfolio', 'Pantera Capital Portfolio', 'Energi Ecosystem', 'Polygon zkEVM Ecosystem', 'Huobi ECO Chain Ecosystem', 'Blockchain Capital Portfolio', 'Index Coop Index']",63179604.994149886,68147641.55769862,623,MEXC,tether,BALUSDT,1.0275
balanced-dollars,bnusd,Balanced Dollars,"['Stablecoins', 'Archway Ecosystem', 'Crypto-backed Stablecoin']",5049076.110711846,5049076.110711846,1967,Balanced,balanced-dollars,BNUSDBNUSD,
banana-for-scale-2,bananas31,Banana For Scale,"['BNB Chain Ecosystem', 'Meme', 'Binance Alpha Spotlight']",10000000000.0,10000000000.0,719,BINANCE,tether,BANANAS31USDT,0.00468
banana-gun,banana,Banana Gun,"['Ethereum Ecosystem', 'Telegram Apps', 'Binance HODLer Airdrops']",3486879.747889563,8453432.584639847,564,BINANCE,tether,BANANAUSDT,17.97
band-protocol,band,Band Protocol,"['Business Services', 'Decentralized Finance (DeFi)', 'Oracle', 'Fantom Ecosystem', 'Ethereum Ecosystem', 'Binance Launchpad', 'Osmosis Ecosystem', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Sequoia Capital Portfolio']",155942920.5,160259330.5,383,BINANCE,tether,BANDUSDT,0.76
bankercoin-2,bnkr,BankrCoin,"['Artificial Intelligence (AI)', 'Base Ecosystem', 'AI Agents', 'Clanker Ecosystem', 'DeFAI']",99999999999.99998,99999999999.99998,1141,LBank,tether,BNKRUSDT,
basedai,basedai,BasedAI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'AI Agents']",35669420.0,35669420.0,1105,MEXC,tether,BASEDAIUSDT,0.5014
based-brett,brett,Brett,"['Meme', 'Base Ecosystem', 'Frog-Themed', 'Base Meme', 'The Boy’s Club']",9909870261.068407,9909870261.068407,130,BITGET,tether,BRETTUSDT,0.05376
based-pepe,pepe,Based Pepe,"['Meme', 'Base Ecosystem', 'Frog-Themed', 'Base Meme', 'The Boy’s Club']",420690000000000.0,420690000000000.0,1082,BINANCE,tether,PEPEUSDT,7.96e-06
basic-attention-token,bat,Basic Attention,"['Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Energi Ecosystem', 'Made in USA']",1495668356.9526055,1500000000.0,267,BINANCE,tether,BATUSDT,0.1388
bbachain,bba,BBAChain,"['Smart Contract Platform', 'Layer 1 (L1)']",151663219.4199341,296000000.0,992,BitMart,tether,BBAUSDT,0.1641
bbqcoin,bbq,BBQCOIN,"['Meme', 'TON Ecosystem']",500000000.0,500000000.0,1570,BYBIT,tether,BBQUSDT,0.01742
beam,beam,BEAM,"['Smart Contract Platform', 'Privacy', 'Ethereum Ecosystem', 'Proof of Work (PoW)', 'BeamPrivacy Ecosystem', 'Privacy Blockchain']",180056625.0,262800000.0,1901,MEXC,tether,BEAMUSDT,0.03068
beam-2,beam,Beam,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Gaming Blockchains', 'Avalanche L1']",52410655848.0,59196501547.0,186,MEXC,tether,BEAMUSDT,0.03068
bedrock-token,br,Bedrock,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Liquid Staking Governance Tokens', 'BTCfi', 'Binance Wallet IDO']",210000000.0,1000000000.0,1458,BITGET,tether,BRUSDT,0.07
beets,beets,Beets,"['Decentralized Finance (DeFi)', 'Sonic Ecosystem']",163920631.7776924,243555253.0,1692,MEXC,tether,BEETSUSDT,0.05718
beefy-finance,bifi,Beefy,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Yield Aggregator', 'Ethereum Ecosystem']",80000.0,80000.0,1324,BINANCE,tether,BIFIUSDT,169.0
beldex,bdx,Beldex,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Privacy', 'Masternodes', 'DePIN', 'DWF Labs Portfolio', 'Proof of Stake (PoS)', 'Proof of Work (PoW)']",7145122809.0,9933462727.548967,155,MEXC,tether,BDXUSDT,0.06732
bellscoin,bells,Bellscoin,"['Smart Contract Platform', 'Layer 1 (L1)', 'Meme', 'Proof of Work (PoW)', 'Inscriptions', 'Made in USA']",60506380.0,60506380.0,1333,MEXC,tether,BELLSUSDT,0.223
bella-protocol,bel,Bella Protocol,"['Decentralized Finance (DeFi)', 'Yield Farming', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Yield Aggregator', 'Ethereum Ecosystem', 'Manta Network Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",80000000.0,100000000.0,898,BINANCE,tether,BELUSDT,0.3493
benqi,qi,BENQI,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Binance Launchpool', 'Lending/Borrowing Protocols', 'Avalanche Ecosystem', 'Liquid Staking Governance Tokens', 'DragonFly Capital Portfolio', 'Liquid Staking']",6667107807.0,7200000000.0,644,BINANCE,tether,QIUSDT,0.00775
berachain-bera,bera,Berachain,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Layer 1 (L1)', 'Berachain Ecosystem', 'Binance HODLer Airdrops', 'Outlier Ventures Portfolio', 'Polychain Capital Portfolio']",109192242.6,501712242.4481701,175,BINANCE,tether,BERAUSDT,2.869
bertram-the-pomeranian,bert,Bertram The Pomeranian,"['Solana Ecosystem', 'Meme', 'Dog-Themed', 'Solana Meme', 'Pump.fun Ecosystem']",979732931.0,979732931.0,1260,MEXC,tether,BERTUSDT,0.013462
biconomy,bico,Biconomy,"['Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Account Abstraction', 'Coinbase Ventures Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Consensys Portfolio', 'Outlier Ventures Portfolio']",947416592.890688,1000000000.0,394,BINANCE,tether,BICOUSDT,0.1152
bifrost,bfc,Bifrost,"['Fantom Ecosystem', 'Ethereum Ecosystem', 'Liquid Staking Governance Tokens', 'DWF Labs Portfolio', 'Liquid Staking']",1391269925.662982,2368584074.0,763,GATEIO,tether,BFCUSDT,0.02898
bifrost-native-coin,bnc,Bifrost,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Polkadot Ecosystem', 'Yield Farming', 'Derivatives', 'Lending/Borrowing Protocols', 'Layer 1 (L1)', 'Liquid Staking Governance Tokens', 'DWF Labs Portfolio', 'Yield Optimizer', 'Liquid Staking']",44546915.80515159,80000000.0,1792,MEXC,tether,BNCUSDT,0.13795
big-time,bigtime,Big Time,"['Gaming (GameFi)', 'Play To Earn', 'Ethereum Ecosystem', 'RPG', 'Alameda Research Portfolio', 'Circle Ventures Portfolio', 'OKX Ventures Portfolio', 'MMO']",1843985063.2327063,5000000000.0,351,BINANCE,tether,BIGTIMEUSDT,0.06869
bilira,tryb,BiLira,"['Stablecoins', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'TRY Stablecoin', 'Base Ecosystem', 'Alameda Research Portfolio', 'Fiat-backed Stablecoin']",706671158.6,706671158.6,1178,Aerodrome SlipStream,usd-coin,TRYBUSDC,
billion-dollar-cat-runes,bdc,BILLION•DOLLAR•CAT (Bitcoin),"['Solana Ecosystem', 'Meme', 'Cat-Themed', 'Bitcoin Ecosystem', 'Runes']",1000000000.0,1000000000.0,1189,MEXC,tether,BDCUSDT,0.014048
bim-2,bim,BIM,"['Decentralized Finance (DeFi)', 'Base Ecosystem']",30000000.0,30000000.0,868,BitStorage,tether,BIMUSDT,
binance-peg-busd,busd,Binance-Peg BUSD,"['Stablecoins', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Optimism Ecosystem', 'Fiat-backed Stablecoin', 'Binance-Peg Tokens']",323477997.5096949,323477997.5096949,206,PancakeSwap (v2),binance-peg-busd,BUSDBUSD,
binancecoin,bnb,BNB,"['Smart Contract Platform', 'Exchange-based Tokens', 'BNB Chain Ecosystem', 'Centralized Exchange (CEX) Token', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Alleged SEC Securities', 'FTX Holdings', 'Proof of Stake (PoS)', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'GMCI Index']",145887575.8,145887575.8,5,BINANCE,tether,BNBUSDT,594.92
bio-protocol,bio,Bio Protocol,"['Binance Launchpool', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Decentralized Science (DeSci)']",1652294813.3905551,3320000000.0,409,BINANCE,tether,BIOUSDT,0.0602
bitcoin,btc,Bitcoin,"['Smart Contract Platform', 'Layer 1 (L1)', 'FTX Holdings', 'Proof of Work (PoW)', 'Bitcoin Ecosystem', 'GMCI 30 Index', 'GMCI Index', 'Coinbase 50 Index']",19857884.0,19857884.0,1,BINANCE,tether,BTCUSDT,94145.95
bitcoin-cash-sv,bsv,Bitcoin SV,"['Smart Contract Platform', 'Bitcoin Fork', 'Proof of Work (PoW)']",19858271.88,19858284.38,109,MEXC,tether,BSVUSDT,37.01
bitcoin-gold,btg,Bitcoin Gold,"['Smart Contract Platform', 'Bitcoin Fork', 'Proof of Work (PoW)']",17513924.0,17513924.0,1322,HitBTC,tether,BTGUSDT,0.83535
bitcoin-cash,bch,Bitcoin Cash,"['Smart Contract Platform', 'Layer 1 (L1)', 'Bitcoin Fork', 'Proof of Work (PoW)', 'Coinbase 50 Index']",19862959.27165078,19862959.27165078,23,BINANCE,tether,BCHUSDT,353.8
bitcoin-wizards,wzrd,Bitcoin Wizards,"['Meme', 'BRC-20', 'Bitcoin Ecosystem', 'Inscriptions']",21000000.0,21000000.0,749,GATEIO,tether,WZRDUSDT,0.0005413
bitget-staked-sol,bgsol,Bitget Staked SOL,['Liquid Staked SOL'],87092.29,87092.29,1349,BITGET,tether,BGSOLUSDT,155.54
bitget-token,bgb,Bitget Token,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'DragonFly Capital Portfolio', 'Morph L2 Ecosystem']",1169993089.0,1169993089.0,28,MEXC,tether,BGBUSDT,4.28641
bitdca,bdca,BitDCA,['BNB Chain Ecosystem'],132902470.4338843,142665333.0,426,MEXC,tether,BDCAUSDT,0.8528
bitmart-token,bmx,BitMart,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem']",339412030.0,639412030.0,497,BitMart,tether,BMXUSDT,0.25874
bitmex-token,bmex,BitMEX,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem']",99750000.0,450000000.0,940,GATEIO,tether,BMEXUSDT,0.2908
bitrue-token,btr,Bitrue Coin,"['Centralized Exchange (CEX) Token', 'Ethereum Ecosystem']",329587085.2966237,801307097.0,1460,Bitrue,tether,BTRUSDT,0.033347
bitscrunch-token,bcut,bitsCrunch Token,"['Artificial Intelligence (AI)', 'Infrastructure', 'Analytics', 'NFT', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Coinbase Ventures Portfolio']",464481023.9449717,1000000000.0,1514,MEXC,tether,BCUTUSDT,0.02439
bitrise-token,brise,Bitgert,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Bitgert Ecosystem']",395688213081653.25,427063549263988.0,1027,MEXC,tether,BRISEUSDT,6.08e-08
bittensor,tao,Bittensor,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)', 'DePIN', 'Bittensor Ecosystem', 'Polychain Capital Portfolio']",8694029.0,21000000.0,39,BINANCE,tether,TAOUSDT,356.0
bittorrent,btt,BitTorrent,"['Storage', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Alleged SEC Securities', 'Binance Launchpad', 'Tron Ecosystem', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'BitTorrent Ecosystem', 'GMCI DePIN Index', 'GMCI Index']",986061142857000.0,990000000000000.0,123,MEXC,tether,BTTUSDT,7.036e-07
bityuan,bty,Bityuan,[],675991713.5,675991713.5,1282,MEXC,tether,BTYUSDT,0.02048
blast,blast,Blast,"['Smart Contract Platform', 'Layer 2 (L2)', 'eGirl Capital Portfolio', 'Paradigm Portfolio', 'Blast Ecosystem']",28113600454.24277,100000000000.0,482,MEXC,tether,BLASTUSDT,0.003214
blockasset,block,Blockasset,"['Gambling (GambleFi)', 'Sports', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'DaoMaker Launchpad', 'Chiliz Ecosystem']",199022962.5,320000000.0,1401,GATEIO,tether,BLOCKUSDT,0.002032
blocksquare,bst,Blocksquare,"['Tokenized Real Estate', 'Tokenized Assets', 'Ethereum Ecosystem', 'Real World Assets (RWA)']",59158994.84249347,59158994.84249347,1722,MEXC,tether,BSTUSDT,0.1146
blockstack,stx,Stacks,"['Infrastructure', 'Smart Contract Platform', 'Layer 2 (L2)', 'Bitcoin Sidechains', 'Stacks Ecosystem', 'SideChain', 'GMCI Layer 2 Index', 'GMCI 30 Index', 'Blockchain Capital Portfolio', 'GMCI Index', 'Made in USA', 'Coinbase 50 Index']",1523606597.0,1523606597.0,79,BINANCE,tether,STXUSDT,0.757
bloktopia,blok,Bloktopia,"['BNB Chain Ecosystem', 'Metaverse', 'Polygon Ecosystem', 'Arbitrum Ecosystem']",25015359648.398335,116929392615.82076,1649,MEXC,tether,BLOKUSDT,0.0003225
blood-crystal,bc,Blood Crystal,"['Polygon Ecosystem', 'Ethereum Ecosystem']",844043746.0000001,844043746.0000001,1622,MEXC,tether,BCUSDT,0.00925
bluefin,blue,Bluefin,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Automated Market Maker (AMM)', 'Perpetuals', 'Sui Ecosystem', 'Alameda Research Portfolio', 'DeFiance Capital Portfolio', 'Polychain Capital Portfolio']",293326642.0,1000000000.0,933,MEXC,tether,BLUEUSDT,0.11538
blur,blur,Blur,"['NFT', 'Ethereum Ecosystem', 'NFT Marketplace', 'FTX Holdings', 'NFTFi', 'eGirl Capital Portfolio', 'Paradigm Portfolio', 'GMCI DeFi Index', 'GMCI Index', 'Made in USA', 'Coinbase 50 Index']",2312671949.343607,3000000000.0,244,BINANCE,tether,BLURUSDT,0.0973
boba-network,boba,Boba Network,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Rollup', 'Boba Network Ecosystem', 'GMCI Layer 2 Index', 'GMCI Index', 'Made in USA']",450369463.7180413,500000000.0,833,MEXC,tether,BOBAUSDT,0.07768
bobo-coin,bobo,BOBO Coin,"['Meme', 'Ethereum Ecosystem', 'Base Ecosystem']",66400700000000.0,66484400000000.0,1002,MEXC,tether,BOBOUSDT,3.15601e-07
bone-shibaswap,bone,Bone ShibaSwap,"['Smart Contract Platform', 'Meme', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Shibarium Ecosystem', 'Dog-Themed']",249894730.0399615,249999401.8248471,560,MEXC,tether,BONEUSDT,0.3041
bonfida,fida,Solana Name Service,"['Big Data', 'Business Services', 'Infrastructure', 'Decentralized Finance (DeFi)', 'Solana Ecosystem', 'FTX Holdings', 'DWF Labs Portfolio', 'Name Service']",990911641.8,1000000000.0,528,BINANCE,tether,FIDAUSDT,0.0759
book-of-meme,bome,BOOK OF MEME,"['Solana Ecosystem', 'Meme', 'Frog-Themed', 'Solana Meme', 'GMCI Meme Index', 'GMCI Index']",68999659569.0,68999659569.0,441,BINANCE,tether,BOMEUSDT,0.001376
botto,botto,Botto,"['Artificial Intelligence (AI)', 'NFT', 'Ethereum Ecosystem', 'AI Agents']",43069833.15,97550892.0,1608,MEXC,tether,BOTTOUSDT,0.1975
boson-protocol,boson,Boson Protocol,"['NFT', 'Metaverse', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Animoca Brands Portfolio', 'RWA Protocol', 'Outlier Ventures Portfolio']",148055385.3901309,200000000.0,1237,MEXC,tether,BOSONUSDT,0.1106
bouncebit,bb,BounceBit,"['Smart Contract Platform', 'Solana Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Restaking', 'Proof of Stake (PoS)', 'DeFiance Capital Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Binance Megadrop', 'Blockchain Capital Portfolio', 'OKX Ventures Portfolio']",409500000.0,2100000000.0,682,BINANCE,tether,BBUSDT,0.1127
brett-memecoin,brett,Brett (ETH),"['Meme', 'Ethereum Ecosystem', 'The Boy’s Club']",68622705.70043223,68622705.70043223,1623,BITGET,tether,BRETTUSDT,0.05401
brickken,bkn,Brickken,"['Tokenized Real Estate', 'Tokenized Assets', 'BNB Chain Ecosystem', 'Impossible Finance Launchpad', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'RWA Protocol']",71413193.84298503,143000000.0,1428,MEXC,tether,BKNUSDT,0.17842
