id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,target_coin,crypto_pair,in_tv
aptos,apt,Aptos,"['Smart Contract Platform', 'Layer 1 (L1)', 'Aptos Ecosystem', 'FTX Holdings', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'DragonFly Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Circle Ventures Portfolio', 'GMCI Index', 'Made in USA']",619575466.9130298,1150281129.179403,37,BINANCE,tether,APTUSDT,y
apwine,apw,Spectra [OLD],"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'Yield Aggregator', 'Lending/Borrowing Protocols', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Fixed Interest', 'Yield Tokenization Protocol', 'Delphi Ventures Portfolio']",9635523.871052863,50000000,1863,ComethSwap,polygon-pos-bridged-weth-polygon-pos,,
apu-s-club,apu,Apu Apustaja,"['Meme', 'Ethereum Ecosystem', 'Frog-Themed', 'Murad Picks', 'Binance Alpha Spotlight']",337892157626.5295,337892157626.5295,593,MEXC,tether,APUUSDT,y
aquarius,aqua,Aquarius,['Stellar Ecosystem'],33718955308.70944,99971232585,1032,BitMart,usd-coin,AQUAUSDC,
aragon,ant,Aragon,"['Software as a service', 'Ethereum Ecosystem', 'Energi Ecosystem']",40039312.049009934,43192285.43220194,1296,Uniswap v2 (Ethereum),weth,,
araracoin,arara,Araracoin,"['Charity', 'BNB Chain Ecosystem', 'Meme', 'Regenerative Finance (ReFi)']",36250000000,1E+11,1493,BitMart,tether,ARARAUSDT,y
arbdoge-ai,aidoge,ArbDoge AI,"['Meme', 'Arbitrum Ecosystem', 'Dog-Themed', 'DWF Labs Portfolio', 'AI Meme']",1.87998180877789e+17,1.87998183142261e+17,964,MEXC,tether,AIDOGEUSDT,y
arbitrum,arb,Arbitrum,"['Smart Contract Platform', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Arbitrum Nova Ecosystem', 'Layer 2 (L2)', 'eGirl Capital Portfolio', 'Rollup', 'Alameda Research Portfolio', 'Pantera Capital Portfolio', 'GMCI Layer 2 Index', 'GMCI 30 Index', 'GMCI Index', 'Polychain Capital Portfolio', 'Made in USA']",4756695618,10000000000,68,BINANCE,tether,ARBUSDT,y
arc,arc,Arc,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']",970093392.3,995100000,1761,MEXC,tether,ARCUSDT,y
arcblock,abt,Arcblock,"['Artificial Intelligence (AI)', 'Infrastructure', 'Ethereum Ecosystem', 'AI Framework', 'Made in USA']",98580000,186000000,516,LCX Exchange,,,
archway,arch,Archway,"['Smart Contract Platform', 'Layer 1 (L1)', 'Osmosis Ecosystem', 'Blockchain Capital Portfolio']",605456763.7133789,1144408013.383428,1886,MEXC,tether,ARCHUSDT,y
ardor,ardr,Ardor,"['Infrastructure', 'Smart Contract Platform']",998466231,998466231,415,BINANCE,tether,ARDRUSDT,y
ar-io-network,ario,AR.IO Network,"['Infrastructure', 'Storage', 'DePIN']",351871181,1000000000,1814,GATEIO,tether,ARIOUSDT,y
ark,ark,ARK,[],188316326,188319742,513,BINANCE,tether,ARKUSDT,y
arianee,aria20,Arianee,"['Polygon Ecosystem', 'Ethereum Ecosystem']",107461812.7362692,200000000,1926,Quickswap (v3),wmatic,,
arkham,arkm,Arkham,"['Artificial Intelligence (AI)', 'Exchange-based Tokens', 'Analytics', 'Derivatives', 'Perpetuals', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Binance Launchpad', 'Coinbase Ventures Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Made in USA']",405847458,1000000000,251,BINANCE,tether,ARKMUSDT,y
army-3,army,XRP ARMY,"['Meme', 'XRP Ledger Ecosystem']",589000000,589000000,1349,First Ledger,ripple,,
arsenal-fan-token,afc,Arsenal Fan Token,"['Sports', 'Fan Token', 'Chiliz Ecosystem']",7429414,40000000,1864,MEXC,tether,AFCUSDT,y
arpa,arpa,ARPA,"['BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'DWF Labs Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",982174603.2857144,1999999999.987738,1008,BINANCE,tether,ARPAUSDT,y
artrade,atr,Artrade,"['NFT', 'Solana Ecosystem', 'NFT Marketplace', 'Real World Assets (RWA)', 'Art']",1260104055.326622,1263995252.891813,1099,MEXC,tether,ATRUSDT,y
artyfact,arty,Artyfact,"['Artificial Intelligence (AI)', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Metaverse', 'Shooting Games', 'Gaming Governance Token', 'Action Games']",21492717.99,24858617,1870,MEXC,tether,ARTYUSDT,y
arweave,ar,Arweave,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Storage', 'Layer 1 (L1)', 'DePIN', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'Blockchain Capital Portfolio']",65454185.54,65454185.54,163,BINANCE,tether,ARUSDT,y
asd,asd,AscendEx,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Alameda Research Portfolio']",742983477.9,742983477.9,1193,GATEIO,tether,ASDUSDT,y
as-roma-fan-token,asr,AS Roma Fan Token,"['Sports', 'Binance Launchpool', 'Fan Token', 'Chiliz Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",6992918,9995000,1648,BINANCE,,,
assemble-protocol,asm,Assemble AI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'AI Applications']",1500000000,1500000000,832,Coinbase Exchange,,,
astar,astr,Astar,"['Smart Contract Platform', 'Polkadot Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Alameda Research Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'OKX Ventures Portfolio']",7647822625,8405557836,268,BINANCE,tether,ASTRUSDT,y
astherus-staked-bnb,asbnb,Aster Staked BNB,"['BNB Chain Ecosystem', 'Liquid Staking Tokens']",202600.0700625539,202600.0700625539,401,PancakeSwap V3 (BSC),wbnb,,
astherus-usdf,usdf,Aster USDF,"['Stablecoins', 'BNB Chain Ecosystem']",128918100.7651058,128918000.7651058,389,PancakeSwap V3 (BSC),binance-bridged-usdt-bnb-smart-chain,,
astherus-staked-usdf,asusdf,Aster Staked USDF,"['BNB Chain Ecosystem', 'Liquid Staking Tokens']",28810138.01,28810138.01,946,PancakeSwap V3 (BSC),binance-bridged-usdt-bnb-smart-chain,,
astraai,astra,AstraAI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'Telegram Apps']",10000000,10000000,1520,MEXC,tether,ASTRAUSDT,y
asymmetry-finance,asf,Asymmetry Finance,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Stablecoin Protocol']",9796236.398516862,51000000.00000001,1440,Uniswap v2 (Ethereum),weth,,
atlas-navi,navi,Atlas Navi,"['Artificial Intelligence (AI)', 'NFT', 'DaoMaker Launchpad', 'Ethereum Ecosystem']",161706684,300000000,1876,MEXC,tether,NAVIUSDT,y
atletico-madrid,atm,Atletico Madrid Fan Token,"['Sports', 'Binance Launchpool', 'Fan Token', 'Chiliz Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",6619396,10000000,1697,BINANCE,tether,ATMUSDT,y
auction,auction,Bounce,"['Decentralized Finance (DeFi)', 'Launchpad', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Coinbase Ventures Portfolio', 'Pantera Capital Portfolio', 'Blockchain Capital Portfolio']",6590144.312257191,7640771.312590951,531,BINANCE,tether,AUCTIONUSDT,y
audius,audio,Audius,"['Music', 'NFT', 'Ethereum Ecosystem', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Pantera Capital Portfolio', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",1318748092,1318748092.209687,456,BINANCE,tether,AUDIOUSDT,y
aura-bal,aurabal,Aura BAL,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem']",3658002.270720356,3658002.270720356,1399,Balancer V2,aura-bal,,
auki-labs,auki,AUKI,"['Artificial Intelligence (AI)', 'DePIN', 'Base Ecosystem', 'Outlier Ventures Portfolio']",1815645110,9998061289.961803,707,Uniswap v3 (Base),l2-standard-bridged-weth-base,,
augur,rep,Augur,"['Decentralized Finance (DeFi)', 'Prediction Markets', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Energi Ecosystem']",8043080.524078098,8043080.524078098,1723,GATEIO,tether,REPUSDT,y
aura-finance,aura,Aura Finance,"['Decentralized Finance (DeFi)', 'Gnosis Chain Ecosystem', 'Ethereum Ecosystem', 'Metagovernance', 'Base Ecosystem']",49648036.61486026,79733418.15124755,1544,MEXC,tether,AURAUSDT,y
aurory,aury,Aurory,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Solana Ecosystem', 'Play To Earn', 'Animoca Brands Portfolio', 'DWF Labs Portfolio', 'Gaming Governance Token', 'Gaming Utility Token', 'Adventure Games']",73358452.6,100000000,1635,CoinEx,tether,AURYUSDT,y
aurora-near,aurora,Aurora,"['Near Protocol Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'DragonFly Capital Portfolio', 'Pantera Capital Portfolio', 'Aurora Ecosystem']",597614422,999871042,646,MEXC,tether,AURORAUSDT,y
aurora-dao,idex,IDEX,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Index', 'Decentralized Finance (DeFi)', 'Perpetuals', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Made in USA']",938752272.2059144,1000000000,1036,BINANCE,tether,IDEXUSDT,y
austin-capitals,aux,Austin Capitals,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Payment Solutions']",9786000,9786000,770,Dex-Trade,tether,AUXUSDT,
automata,ata,Automata,"['BNB Chain Ecosystem', 'Binance Launchpool', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Restaking', 'Alameda Research Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",587792028.2579365,1000000000,840,BINANCE,tether,ATAUSDT,y
autonolas,olas,Autonolas,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Arbitrum Ecosystem', 'Celo Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'AI Agents', 'Mode Ecosystem', 'AI Agent Launchpad', 'Binance Alpha Spotlight', 'AI Framework', 'DeFAI']",175794353.58355027,467142664.32661146,697,MEXC,tether,OLASUSDT,y
autonomi,ant,Autonomi,"['Storage', 'Arbitrum Ecosystem']",464290325.8892306,1200000000,719,MEXC,tether,ANTUSDT,y
ava-ai,ava,Ava AI,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'AI Meme', 'AI Agents', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight', 'Made in USA']",999868531.1,999868531.1,635,BINANCE,tether,AVAUSDT,y
avalanche-2,avax,Avalanche,"['Smart Contract Platform', 'Layer 1 (L1)', 'Avalanche Ecosystem', 'Proof of Stake (PoS)', 'DragonFly Capital Portfolio', 'DeFiance Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Galaxy Digital Portfolio', 'GMCI Index', 'Polychain Capital Portfolio', 'World Liberty Financial Portfolio', 'Made in USA', 'Coinbase 50 Index']",416630626.4672763,453300139.2593254,15,BINANCE,usd-coin,AVAXUSDC,y
avail,avail,Avail,"['Infrastructure', 'Smart Contract Platform', 'Ethereum Ecosystem', 'Data Availability', 'Modular Blockchain']",2059795731,10382295731,572,MEXC,tether,AVAILUSDT,y
avalaunch,xava,Avalaunch,"['Avalanche Ecosystem', 'Launchpad']",39731217,100000000,1503,MEXC,tether,XAVAUSDT,y
avalon-2,avl,Avalon,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Binance Alpha Spotlight']",182250001,1000000000,723,MEXC,tether,AVLUSDT,y
avant-usd,avusd,Avant USD,"['Stablecoins', 'Avalanche Ecosystem']",43566359.83,43566359.83,750,Pharaoh Exchange,usd-coin,AVUSDUSDC,
aventus,avt,Aventus,"['Entertainment', 'Smart Contract Platform', 'Polkadot Ecosystem', 'Ethereum Ecosystem']",9548211.626925902,10600000,1238,GATEIO,tether,AVTUSDT,y
avant-staked-usd,savusd,Avant Staked USD,"['Yield Farming', 'Avalanche Ecosystem']",37001397.63143558,37001397.63143558,805,LFJ V2.2 (Avalanche),avant-usd,SAVUSDAVUSD,
axel,axel,AXEL,"['Software as a service', 'Masternodes']",137798300,1000000000,1598,WHITEBIT,bitcoin,,
axelar,axl,Axelar,"['Infrastructure', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Moonbeam Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Interoperability', 'Bridge Governance Tokens', 'Base Ecosystem', 'Osmosis Ecosystem', 'Cross-chain Communication', 'Secret Ecosystem', 'Galaxy Digital Portfolio', 'Polychain Capital Portfolio', 'Made in USA']",943754453.1,1196883763.094365,189,BINANCE,tether,AXLUSDT,y
axie-infinity,axs,Axie Infinity,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Axie Infinity Ecosystem', 'Metaverse', 'Play To Earn', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Alleged SEC Securities', 'Binance Launchpad', 'Ronin Ecosystem', 'Card Games', 'Breeding', 'Paradigm Portfolio', 'Gaming Governance Token', 'Gaming Utility Token', 'Andreessen Horowitz (a16z) Portfolio', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Consensys Portfolio', 'Coinbase 50 Index']",160841950.9,270000000,175,BINANCE,tether,AXSUSDT,y
axondao-governance-token,axgt,AxonDAO Governance Token,"['Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Base Ecosystem', 'Decentralized Science (DeSci)']",436821250.62589186,1000000000,651,Uniswap v3 (Base),l2-standard-bridged-weth-base,,
b3,b3,B3 (Base),"['Smart Contract Platform', 'Base Ecosystem', 'Gaming Blockchains']",21837573152.99998,99999999999.99998,425,MEXC,tether,B3USDT,y
baanx,bxx,Baanx,['Ethereum Ecosystem'],250000000,250000000,1944,MEXC,tether,BXXUSDT,y
babyboomtoken,bbt,BabyBoomToken,"['Healthcare', 'Marketing', 'BNB Chain Ecosystem']",166213964,1000000000,1018,MEXC,tether,BBTUSDT,y
baby-doge-coin,babydoge,Baby Doge Coin,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Dog-Themed', 'Solana Meme', 'Gaming Utility Token']",1.658233369403953e+17,4.2e+17,272,MEXC,tether,BABYDOGEUSDT,y
babylon,baby,Babylon,"['Decentralized Finance (DeFi)', 'LSDFi', 'Paradigm Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Galaxy Digital Portfolio', 'OKX Ventures Portfolio', 'Liquid Staking', 'BTCfi', 'Polychain Capital Portfolio']",2294036491,10015636491,283,BINANCE,tether,BABYUSDT,y
badger-dao,badger,Badger,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Yield Aggregator', 'Gnosis Chain Ecosystem', 'Fantom Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Energi Ecosystem', 'Blockchain Capital Portfolio']",19930669.912362073,21000000,1048,MEXC,tether,BADGERUSDT,y
bad-idea-ai,bad,Bad Idea AI,"['Artificial Intelligence (AI)', 'Meme', 'Ethereum Ecosystem', 'Telegram Apps', 'Discord Bots', 'Shibarium Ecosystem']",644473124479629.0,829489800581053.0,1689,MEXC,tether,BADUSDT,y
bakerytoken,bake,BakerySwap,"['NFT', 'BNB Chain Ecosystem', 'Harmony Ecosystem']",288705144,289770511.79138744,806,BINANCE,tether,BAKEUSDT,y
balance,ept,Balance,"['Artificial Intelligence (AI)', 'Gaming (GameFi)', 'BNB Chain Ecosystem', 'Animoca Brands Portfolio', 'DWF Labs Portfolio', 'AI Agents', 'Andreessen Horowitz (a16z) Portfolio', 'AI Agent Launchpad']",2316583333,10000000000,1020,MEXC,tether,EPTUSDT,y
balancer,bal,Balancer,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Gnosis Chain Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Index Coop Defi Index', 'Alameda Research Portfolio', 'DeFiance Capital Portfolio', 'Pantera Capital Portfolio', 'Energi Ecosystem', 'Polygon zkEVM Ecosystem', 'Huobi ECO Chain Ecosystem', 'Blockchain Capital Portfolio', 'Index Coop Index']",63179604.994149886,68147641.55769862,623,MEXC,tether,BALUSDT,y
balanced-dollars,bnusd,Balanced Dollars,"['Stablecoins', 'Archway Ecosystem', 'Crypto-backed Stablecoin']",5049076.110711846,5049076.110711846,1967,Balanced,balanced-dollars,BNUSDBNUSD,
bancor,bnt,Bancor Network,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Automated Market Maker (AMM)', 'Ethereum Ecosystem', 'DeFiance Capital Portfolio', 'Energi Ecosystem']",115142887.7163333,115142887.7163333,680,Bancor (V2),bancor,,
banana-for-scale-2,bananas31,Banana For Scale,"['BNB Chain Ecosystem', 'Meme', 'Binance Alpha Spotlight']",10000000000,10000000000,719,BINANCE,tether,BANANAS31USDT,y
banana-gun,banana,Banana Gun,"['Ethereum Ecosystem', 'Telegram Apps', 'Binance HODLer Airdrops']",3486879.747889563,8453432.584639847,564,BINANCE,tether,BANANAUSDT,y
band-protocol,band,Band Protocol,"['Business Services', 'Decentralized Finance (DeFi)', 'Oracle', 'Fantom Ecosystem', 'Ethereum Ecosystem', 'Binance Launchpad', 'Osmosis Ecosystem', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Sequoia Capital Portfolio']",155942920.5,160259330.5,383,BINANCE,tether,BANDUSDT,y
bankercoin-2,bnkr,BankrCoin,"['Artificial Intelligence (AI)', 'Base Ecosystem', 'AI Agents', 'Clanker Ecosystem', 'DeFAI']",99999999999.99998,99999999999.99998,1141,CoinEx,tether,BNKRUSDT,
basedai,basedai,BasedAI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'AI Agents']",35669420,35669420,1105,MEXC,tether,BASEDAIUSDT,y
based-brett,brett,Brett,"['Meme', 'Base Ecosystem', 'Frog-Themed', 'Base Meme', 'The Boy’s Club']",9909870261.068407,9909870261.068407,130,BITGET,tether,BRETTUSDT,y
based-eth,bsdeth,Based ETH,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'Base Ecosystem']",4827.338667296731,4827.338667296731,1586,Aerodrome SlipStream,l2-standard-bridged-weth-base,,
based-fartcoin,fartcoin,Based Fartcoin,"['Meme', 'Base Ecosystem', 'Base Meme']",99999999999.99998,99999999999.99998,747,Uniswap v3 (Base),l2-standard-bridged-weth-base,,
based-pepe,pepe,Based Pepe,"['Meme', 'Base Ecosystem', 'Frog-Themed', 'Base Meme', 'The Boy’s Club']",420690000000000.0,420690000000000.0,1082,BINANCE,tether,PEPEUSDT,y
base-god,tybg,Base God,"['Meme', 'Base Ecosystem', 'Base Meme', 'Farcaster Ecosystem']",122931703600.77414,122931703600.77414,1565,Sushiswap V2 (Base),l2-standard-bridged-weth-base,,
basenji,benji,Basenji,"['Meme', 'Base Ecosystem', 'Dog-Themed', 'Base Meme']",1000000000,1000000000,1174,Uniswap V2 (Base),l2-standard-bridged-weth-base,,
basic-attention-token,bat,Basic Attention,"['Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Energi Ecosystem', 'Made in USA']",1495668356.9526055,1500000000,267,BINANCE,tether,BATUSDT,y
bbachain,bba,BBAChain,"['Smart Contract Platform', 'Layer 1 (L1)']",151663219.4199341,296000000,992,BitMart,tether,BBAUSDT,y
bbqcoin,bbq,BBQCOIN,"['Meme', 'TON Ecosystem']",500000000,500000000,1570,BYBIT,tether,BBQUSDT,y
beam,beam,BEAM,"['Smart Contract Platform', 'Privacy', 'Ethereum Ecosystem', 'Proof of Work (PoW)', 'BeamPrivacy Ecosystem', 'Privacy Blockchain']",180056625,262800000,1901,MEXC,tether,BEAMUSDT,y
beam-2,beam,Beam,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Gaming Blockchains', 'Avalanche L1']",52410655848,59196501547,186,MEXC,tether,BEAMUSDT,y
bc-token,bc,BCGame Coin,"['Gambling (GambleFi)', 'Solana Ecosystem']",9996506694,9996506694,778,Raydium (CLMM),wrapped-solana,,
bedrock-btc,brbtc,Bedrock BTC,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Berachain Ecosystem', 'Liquid Restaking Tokens']",181.7087009,181.7087009,1314,,,,
bedrock-token,br,Bedrock,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Liquid Staking Governance Tokens', 'BTCfi', 'Binance Wallet IDO']",210000000,1000000000,1458,BITGET,tether,BRUSDT,y
beets,beets,Beets,"['Decentralized Finance (DeFi)', 'Sonic Ecosystem']",163920631.7776924,243555253,1692,MEXC,tether,BEETSUSDT,y
beets-staked-sonic,sts,Beets Staked Sonic,"['Liquid Staking Tokens', 'Sonic Ecosystem']",220276530.2,220276944.1957963,419,Shadow Exchange,beets-staked-sonic,,
beethoven-x,beets-legacy,Beethoven X (Legacy),"['Decentralized Finance (DeFi)', 'Fantom Ecosystem', 'Optimism Ecosystem']",233947023.4881693,240400812.0326931,1488,Beethoven X,wrapped-fantom,,
beefy-finance,bifi,Beefy,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Yield Aggregator', 'Ethereum Ecosystem']",80000,80000,1324,BINANCE,tether,BIFIUSDT,y
beincom,bic,Beincom,"['SocialFi', 'Arbitrum Ecosystem', 'Payment Solutions']",1638679669.0321183,5000000000,993,Uniswap V2 (Arbitrum),arbitrum-bridged-weth-arbitrum-one,,
beldex,bdx,Beldex,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Privacy', 'Masternodes', 'DePIN', 'DWF Labs Portfolio', 'Proof of Stake (PoS)', 'Proof of Work (PoW)']",7145122809,9933462727.548967,155,MEXC,tether,BDXUSDT,y
bellscoin,bells,Bellscoin,"['Smart Contract Platform', 'Layer 1 (L1)', 'Meme', 'Proof of Work (PoW)', 'Inscriptions', 'Made in USA']",60506380,60506380,1333,MEXC,tether,BELLSUSDT,y
bella-protocol,bel,Bella Protocol,"['Decentralized Finance (DeFi)', 'Yield Farming', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Yield Aggregator', 'Ethereum Ecosystem', 'Manta Network Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",80000000,100000000,898,BINANCE,tether,BELUSDT,y
ben-pasternak,pasternak,Ben Pasternak,"['Solana Ecosystem', 'Meme', 'Solana Meme']",999874640.0387552,999874640.0387552,1785,Raydium (CLMM),wrapped-solana,,
bemo-staked-ton,stton,bemo Staked TON,"['Liquid Staking Tokens', 'TON Ecosystem', 'Liquid Staking']",3744313.812481334,3744313.812481334,1381,DeDust,the-open-network,,
benqi,qi,BENQI,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Binance Launchpool', 'Lending/Borrowing Protocols', 'Avalanche Ecosystem', 'Liquid Staking Governance Tokens', 'DragonFly Capital Portfolio', 'Liquid Staking']",6667107807,7200000000,644,BINANCE,tether,QIUSDT,y
